person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,case_id,actual_default,default_prob,decision_score,profit_threshold,model_decision,default_05_decision,explanation_seed
31,43000,RENT,15.0,MEDICAL,B,13350,12.42,0.31,N,9,case_4758,1,0.7922156509800687,10231.557945004439,1670.0,reject,reject,"Applicant case_4758 was reject by the profit-based decision layer. The predicted default probability is 0.792. The decision score is 10231.56, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,125000,MORTGAGE,5.0,MEDICAL,B,18000,11.99,0.14,N,7,case_4759,0,0.11635604432214146,187.32841265459183,1670.0,approve,approve,"Applicant case_4759 was approve by the profit-based decision layer. The predicted default probability is 0.116. The decision score is 187.33, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,135000,MORTGAGE,0.0,VENTURE,D,16000,,0.12,Y,3,case_4760,0,0.2867694339832792,3334.1663164486654,1670.0,reject,approve,"Applicant case_4760 was reject by the profit-based decision layer. The predicted default probability is 0.287. The decision score is 3334.17, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,58650,MORTGAGE,7.0,MEDICAL,A,5000,8.59,0.07,N,3,case_4761,1,0.11515211596545873,195.71841363445816,1670.0,approve,approve,"Applicant case_4761 was approve by the profit-based decision layer. The predicted default probability is 0.115. The decision score is 195.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,139992,RENT,3.0,VENTURE,E,16000,14.18,0.11,Y,3,case_4762,0,0.5437465487521418,7664.796949843127,1670.0,reject,reject,"Applicant case_4762 was reject by the profit-based decision layer. The predicted default probability is 0.544. The decision score is 7664.80, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,57000,RENT,0.0,VENTURE,A,6000,7.9,0.11,N,3,case_4763,0,0.11580709899914882,275.7351589204895,1670.0,approve,approve,"Applicant case_4763 was approve by the profit-based decision layer. The predicted default probability is 0.116. The decision score is 275.74, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,25920,RENT,4.0,EDUCATION,D,10000,15.58,0.39,N,2,case_4764,1,0.9897993384720776,9882.100754060273,1670.0,reject,reject,"Applicant case_4764 was reject by the profit-based decision layer. The predicted default probability is 0.990. The decision score is 9882.10, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
26,54000,RENT,1.0,HOMEIMPROVEMENT,C,1500,13.98,0.03,Y,4,case_4765,0,0.3838256245826349,446.52667034893096,1670.0,approve,approve,"Applicant case_4765 was approve by the profit-based decision layer. The predicted default probability is 0.384. The decision score is 446.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
31,55000,RENT,3.0,HOMEIMPROVEMENT,B,5000,12.18,0.09,N,8,case_4766,0,0.3925021318374858,1592.5444574764579,1670.0,approve,approve,"Applicant case_4766 was approve by the profit-based decision layer. The predicted default probability is 0.393. The decision score is 1592.54, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,92004,MORTGAGE,7.0,EDUCATION,B,24250,11.12,0.26,N,2,case_4767,0,0.1449703008289292,1209.8567083168236,1670.0,approve,approve,"Applicant case_4767 was approve by the profit-based decision layer. The predicted default probability is 0.145. The decision score is 1209.86, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,100016,RENT,10.0,EDUCATION,C,11200,13.98,0.11,Y,2,case_4768,0,0.2237011394180164,1289.9550575369367,1670.0,approve,approve,"Applicant case_4768 was approve by the profit-based decision layer. The predicted default probability is 0.224. The decision score is 1289.96, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
33,248735,RENT,4.0,DEBTCONSOLIDATION,D,25000,14.11,0.1,Y,6,case_4769,1,0.46447322175095646,9722.75983350041,1670.0,reject,approve,"Applicant case_4769 was reject by the profit-based decision layer. The predicted default probability is 0.464. The decision score is 9722.76, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,60000,MORTGAGE,5.0,MEDICAL,A,6000,8.94,0.1,N,10,case_4770,0,0.14836895416870718,433.3988320283377,1670.0,approve,approve,"Applicant case_4770 was approve by the profit-based decision layer. The predicted default probability is 0.148. The decision score is 433.40, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,100000,RENT,6.0,MEDICAL,A,8000,6.54,0.08,N,3,case_4771,0,0.14972171998998404,752.9081638186321,1670.0,approve,approve,"Applicant case_4771 was approve by the profit-based decision layer. The predicted default probability is 0.150. The decision score is 752.91, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,36000,RENT,5.0,VENTURE,D,6000,14.96,0.17,N,3,case_4772,0,0.8515356967521052,4975.95262191732,1670.0,reject,reject,"Applicant case_4772 was reject by the profit-based decision layer. The predicted default probability is 0.852. The decision score is 4975.95, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
35,39996,RENT,4.0,MEDICAL,D,16750,14.09,0.42,N,6,case_4773,1,0.9909917981264594,16577.852586581503,1670.0,reject,reject,"Applicant case_4773 was reject by the profit-based decision layer. The predicted default probability is 0.991. The decision score is 16577.85, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,100800,MORTGAGE,8.0,MEDICAL,B,10800,10.75,0.11,N,4,case_4774,0,0.15209121138150572,658.1629793341899,1670.0,approve,approve,"Applicant case_4774 was approve by the profit-based decision layer. The predicted default probability is 0.152. The decision score is 658.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,200000,MORTGAGE,0.0,VENTURE,B,18000,9.99,0.09,N,3,case_4775,0,0.02339538242824826,-1335.0135396090554,1670.0,approve,approve,"Applicant case_4775 was approve by the profit-based decision layer. The predicted default probability is 0.023. The decision score is -1335.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
31,48605,RENT,0.0,VENTURE,B,12000,,0.25,N,10,case_4776,0,0.3977884174528528,3979.2643743710555,1670.0,reject,approve,"Applicant case_4776 was reject by the profit-based decision layer. The predicted default probability is 0.398. The decision score is 3979.26, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,70000,RENT,3.0,EDUCATION,B,25000,11.86,0.36,N,4,case_4777,1,0.522582952044006,11649.032253910626,1670.0,reject,reject,"Applicant case_4777 was reject by the profit-based decision layer. The predicted default probability is 0.523. The decision score is 11649.03, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
30,84996,MORTGAGE,4.0,PERSONAL,B,8000,12.69,0.09,N,7,case_4778,0,0.12715060166231976,131.08810410614512,1670.0,approve,approve,"Applicant case_4778 was approve by the profit-based decision layer. The predicted default probability is 0.127. The decision score is 131.09, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,80000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,7.9,0.07,N,3,case_4779,0,0.12677166778025045,346.7197772093413,1670.0,approve,approve,"Applicant case_4779 was approve by the profit-based decision layer. The predicted default probability is 0.127. The decision score is 346.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,35000,RENT,1.0,DEBTCONSOLIDATION,B,8000,9.2,0.23,N,4,case_4780,0,0.6722405895781638,5136.693790554839,1670.0,reject,reject,"Applicant case_4780 was reject by the profit-based decision layer. The predicted default probability is 0.672. The decision score is 5136.69, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,60000,OWN,0.0,PERSONAL,B,8000,12.53,0.13,N,2,case_4781,0,0.04463457293270768,-600.5817206305924,1670.0,approve,approve,"Applicant case_4781 was approve by the profit-based decision layer. The predicted default probability is 0.045. The decision score is -600.58, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,51996,RENT,8.0,MEDICAL,C,8400,13.99,0.16,Y,2,case_4782,0,0.5626085742004832,4211.907115341499,1670.0,reject,reject,"Applicant case_4782 was reject by the profit-based decision layer. The predicted default probability is 0.563. The decision score is 4211.91, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,68000,RENT,7.0,HOMEIMPROVEMENT,A,13000,,0.19,N,7,case_4783,0,0.42851741171467933,4754.249178407594,1670.0,reject,approve,"Applicant case_4783 was reject by the profit-based decision layer. The predicted default probability is 0.429. The decision score is 4754.25, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,35000,RENT,3.0,DEBTCONSOLIDATION,C,8000,14.27,0.23,N,3,case_4784,0,0.800165987494091,6173.197391275981,1670.0,reject,reject,"Applicant case_4784 was reject by the profit-based decision layer. The predicted default probability is 0.800. The decision score is 6173.20, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
27,75500,MORTGAGE,8.0,EDUCATION,A,9000,7.9,0.12,N,5,case_4785,0,0.07980828954079022,64.01829973061388,1670.0,approve,approve,"Applicant case_4785 was approve by the profit-based decision layer. The predicted default probability is 0.080. The decision score is 64.02, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,37200,RENT,6.0,HOMEIMPROVEMENT,A,9600,5.99,0.26,N,4,case_4786,1,0.6492031522561199,6030.62804233211,1670.0,reject,reject,"Applicant case_4786 was reject by the profit-based decision layer. The predicted default probability is 0.649. The decision score is 6030.63, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
30,40000,RENT,9.0,MEDICAL,D,9000,16.77,0.23,Y,9,case_4787,0,0.9619887764914307,8600.528648781392,1670.0,reject,reject,"Applicant case_4787 was reject by the profit-based decision layer. The predicted default probability is 0.962. The decision score is 8600.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,33396,RENT,3.0,PERSONAL,D,2800,16.0,0.08,N,3,case_4788,1,0.8301071477891271,2248.188016019085,1670.0,reject,reject,"Applicant case_4788 was reject by the profit-based decision layer. The predicted default probability is 0.830. The decision score is 2248.19, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,60000,MORTGAGE,7.0,VENTURE,B,7000,,0.12,N,7,case_4789,0,0.10371896767724624,36.52377557482919,1670.0,approve,approve,"Applicant case_4789 was approve by the profit-based decision layer. The predicted default probability is 0.104. The decision score is 36.52, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,46000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,9.99,0.15,N,3,case_4790,1,0.348571186952597,1984.4541397041296,1670.0,reject,approve,"Applicant case_4790 was reject by the profit-based decision layer. The predicted default probability is 0.349. The decision score is 1984.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
